City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity
Varanasi,2013-01-30,79.57422552643874,169.74409784419058,139.05542018499048,81.38722645850777,1.0293669794379394,60.69981096534909,43.41297084822953,63.69160373408881
Srinagar,2013-01-31,177.41892798709276,56.49299647560463,127.43823552760088,56.04546040034619,3.4933710448106288,62.0296241543723,41.09474317085372,96.60865180812378
LucknowUntitled document,2013-02-01,173.65145327497842,155.32623930039466,63.92329913459322,17.90078918679557,4.544035475002948,83.12343215092153,32.028744645047055,41.75837519536536
Mumbai,2013-02-02,10.916893290648344,226.59375513548645,33.80076964857092,92.97151445463622,7.165477260206087,47.68738372959696,11.202428197670582,38.65851312192203
Jabalpur,2013-02-03,156.53694278230853,345.43075293445406,20.33679902634038,70.55994758561037,7.710576311378467,27.765282104662884,37.359422360657746,63.16713973733134
Ludhiana,2013-02-04,126.70967330597374,137.87310490511823,67.0517038399967,48.84311480463192,7.743622916508518,18.26112003906664,24.6656430601111,47.33527661630819
Navi Mumbai,2013-02-05,35.86358860862073,291.1819179388362,110.92041496031986,41.487598392559455,7.501181213534563,82.92434971431382,12.858940700005416,84.31817398827688
Nashik,2013-02-06,18.08549883224766,254.82703103269446,119.92328547527224,33.404682484738416,4.267482872212475,97.47771430823592,43.40498661104919,95.03210460157571
Hyderabad,2013-02-07,120.63756509761386,35.89272977375978,106.09415994350154,53.87501180178052,2.1058898529545336,82.68853144437475,44.148150157200206,52.18210280310112
Nashik,2013-02-08,36.87778441769029,144.83330251603962,107.79558778116738,74.43445207627576,4.958826061476139,52.88112544386338,29.628820281006103,49.76150003465128
Aurangabad,2013-02-09,133.17074924655793,248.23658385658425,77.80797463409715,70.98718888107217,7.832440387989407,96.55350215136812,40.36989844166557,70.72290451527748
Aurangabad,2013-02-10,187.86042645857478,371.453299662212,14.45380261855715,18.814179637640855,4.530091943780363,70.78054690134155,10.425221714734743,84.36315689807043
Solapur,2013-02-11,190.59971878112958,279.82993277804775,17.0626281978583,92.33925331878649,8.333253716653012,87.66645804621324,10.093690373360875,69.29439680980869
Visakhapatnam,2013-02-12,211.11193201195016,186.60330835229422,47.33375953608121,28.718618058817178,1.7789913198760723,68.56391486746054,41.637286484191534,39.04254331820154
Nagpur,2013-02-13,65.17341044576412,390.4368542465586,63.81413798056856,73.67736629672633,0.4177319007636725,14.827746001057047,43.36016674224765,52.178204086208034
Chandigarh,2013-02-14,100.75370124958286,186.63843998463875,108.45415087519842,82.20570590976243,2.654502708008851,73.60893283857698,40.54873562968572,95.44882983956178
Vadodara,2013-02-15,55.089702888432406,184.42841444128402,126.10922891583364,20.142952077868564,1.0487327966859534,42.341717927199355,21.101044485652466,35.34609031953448
Pune,2013-02-16,291.23501675014705,143.28419225215438,127.17379311572154,54.11550410530312,9.7864467517368,17.317034034071344,11.18817743837215,37.29075938413865
Nashik,2013-02-17,271.762785555155,304.08195996068247,12.895965363210763,51.862053632129175,0.39456331562225566,57.650519885380604,36.46798655697292,77.30239296284158
Howrah,2013-02-18,272.47715747721725,348.1118313920097,58.79597080814585,62.53417099740654,8.315751934266832,23.282763555167346,18.421520931552774,79.4506539096117
Nashik,2013-02-19,273.12698909767585,27.402151971425575,102.02668122904956,70.42581443998266,1.4062591153006851,50.92765160489252,20.329968868651868,88.37042078070462
Gwalior,2013-02-20,257.8114353943986,365.1209378810469,73.44702483116419,8.148645260221437,1.2446707038771274,54.76610402041648,29.453142594932437,65.2882989238118
Kanpur,2013-02-21,104.15046690047234,26.20048263628661,58.20723179448158,17.659377285282744,4.640751938987028,54.043677669021434,26.781643928174304,89.35683248052527
Raipur,2013-02-22,85.93366837996436,149.24089139115773,15.893728307481219,34.63496297465254,5.209011051471716,37.690832727015476,28.38175577111066,74.48763308509884
Varanasi,2013-02-23,49.75316113865422,108.16732958578044,55.53645770291501,66.52262510310216,7.623943247032058,24.343700215656636,34.866041970389844,31.21372124229317
LucknowUntitled document,2013-02-24,183.98269753535376,245.42809638025935,72.03345037482454,67.35694470610086,1.1149627227899854,40.71018055049591,21.17003892895963,92.84077878857639
Kanpur,2013-02-25,292.8185917656119,115.18091869969508,60.15120023151306,15.6791048930029,2.7427805425675356,94.19337974739332,41.03404292135019,93.50939547742985
Pune,2013-02-26,16.75841367258028,353.6058450627632,112.04742753910398,35.29900323027968,1.2768045616877874,12.466643306624599,14.6688016450114,20.366057900369505
LucknowUntitled document,2013-02-27,144.99709266908394,67.38857475050995,77.07688961119129,5.558033083840811,9.6455795299104,47.979830218210815,28.344898832288916,82.8630909796647
Gwalior,2013-02-28,228.08274168063252,83.5674882093258,128.57971371502293,38.43678056129267,9.826208977307198,36.5092901829136,35.01398814080422,72.72865455857333
Visakhapatnam,2013-03-01,82.93827419568714,240.36436313052573,138.9189770387198,12.33820867371237,8.826639606917144,62.6359914205463,41.377989838667744,26.356414781079156
Kolkata,2013-03-02,54.11283122656288,175.08392460299802,28.17637625749495,97.83284704526787,2.5540695122207935,80.74202991936689,27.753365932033418,68.90491627632863
LucknowUntitled document,2013-03-03,292.91552097403786,204.48163286654693,89.287830244005,20.63132526023739,7.189069987390903,54.71019003963374,21.907680117183027,65.00204488597348
Aurangabad,2013-03-04,162.89060219996784,26.433270287047783,67.83716269792387,59.262703977753056,1.253126445769766,48.90853506867639,38.58677575110575,75.30526392960579
Allahabad,2013-03-05,291.5869005554658,219.29128709797732,120.55896522006844,18.611089204012913,8.640123742747646,26.100594653917824,19.163470216526825,88.64626427630009
Solapur,2013-03-06,223.26276780029727,149.2278993496971,117.50592370702638,77.78050552998856,6.648077160097452,35.25354461046419,36.535879860453356,40.647606070570255
Ranchi,2013-03-07,81.79787323998885,175.9304114241796,128.3046751711493,82.59075115514496,1.6474084907178297,23.21636823151072,11.444764010896272,91.23707914815503
Gwalior,2013-03-08,293.2786508490937,29.669891570746447,44.69992768586681,11.732005600584333,6.206497980988552,15.096842779106684,27.1538044074552,46.14865706048616
Patna,2013-03-09,121.8145382776711,191.16256254708293,62.47728594174541,37.019110351770586,0.5157472208571081,18.68341353241582,29.676569853592678,70.15915446005384
Patna,2013-03-10,106.71583361202161,42.597415637158804,99.63537947154248,23.200009879841105,6.340110554775524,89.01046492164893,21.602071956292917,43.498730461442904
Coimbatore,2013-03-11,121.89725053155396,161.1575186587739,144.05245951290686,80.45320475391034,7.7853450060538,39.791812812666926,27.008908971818183,95.97823007805496
Jabalpur,2013-03-12,144.20563400637283,149.2695915409927,28.541548543977072,41.559360587268515,4.267901657950485,21.207009384234517,12.88750746741121,94.87733841431846
Ranchi,2013-03-13,169.1455141768602,151.4707345856597,122.64616574842128,16.874271891706428,7.618311679759521,14.579693998018115,14.101356489678869,49.77288160624521
Dhanbad,2013-03-14,298.00886081475414,137.83071795551058,135.89650859285047,34.48810918518492,4.6169256386359425,84.81440483555437,26.98505362872671,52.73655201531781
Madurai,2013-03-15,117.5434768032694,325.84925768123713,144.81208330626157,9.727737239460264,6.889332689471707,38.93037977017131,25.5505733236754,37.654160829090785
LucknowUntitled document,2013-03-16,236.5452729635253,389.58706116734555,106.92874418112994,58.40477737971202,5.2362692201940995,10.914738996243102,17.61741279298736,93.17081642369216
Varanasi,2013-03-17,45.809531138551215,253.3553792212942,56.05598024332717,70.18022343459569,0.34184520433639065,23.60574133748193,34.99632004225191,21.476462957235498
Coimbatore,2013-03-18,285.5594052412719,215.28913180246687,68.13435636045168,84.31794600932878,7.089230579223997,28.718175632896738,29.326660246710183,90.98205231155445
Mumbai,2013-03-19,287.15841049402655,258.6112754581203,30.08803987563738,33.15443100635571,2.370683947582676,68.04142506419996,39.27654799544153,36.91666603349183
Jodhpur,2013-03-20,254.22329747265854,163.81762817356474,142.09271607251986,30.023249720916553,8.979473617242737,91.02819501187743,16.271381143206803,51.89534850530009
Ludhiana,2013-03-21,14.77649638856146,251.02174935074936,24.65087734074057,47.197268432434996,6.03897770235922,77.3288943393668,23.827071829469674,81.37977543182635
Raipur,2013-03-22,33.56183310019203,168.97557434182244,89.70163512393647,80.907940032953,4.434084390148875,60.98323286839659,35.34893766412891,49.19921827505097
Madurai,2013-03-23,171.3175914822803,117.46820959056522,41.28242986056606,78.27601964205098,2.826769926159514,47.124596717856136,33.32304368519435,54.879677660559864
Kota,2013-03-24,235.5887627796357,303.4112322957984,51.11612485591219,5.9819153128811395,4.272801147269318,55.9601205395001,23.043166639326692,26.11190989812141
Chandigarh,2013-03-25,60.12866799492292,337.5064199360791,10.324248811362358,9.47830435925201,7.933551647328805,33.869805821980464,26.811771635652708,47.142362059301476
Bhopal,2013-03-26,53.38789621522004,165.34860362112977,27.72807472460792,91.61018211409997,1.0252431309394603,46.32629916237861,30.657893880466073,42.7126187646327
Srinagar,2013-03-27,184.0544748667675,251.87122814132297,37.65134546192734,48.3424275401544,3.2036886456385343,64.15365380939346,26.405803619450424,40.62037763107422
Agra,2013-03-28,30.950046047105044,326.70320690249565,83.8309236885096,70.14507708737857,7.199645487431692,25.349892078516604,30.088404737157045,22.616989864839105
Nashik,2013-03-29,267.6049484465987,312.2125111050077,10.49958066105588,78.21424470497423,8.717757144488052,38.88415724309361,39.868413651529934,43.31850263683873
Guwahati,2013-03-30,277.0331429348974,358.4700043024749,136.93459595224653,5.954022145020535,6.2117955951656425,11.800960400469053,27.309117518228717,86.64671289658646
LucknowUntitled document,2013-03-31,203.13491185512373,66.2381340389725,79.83619145763404,66.69446028360932,1.9442394632398707,15.810826780464733,13.886325886282371,30.618235138969
Jabalpur,2013-04-01,125.32185550191787,91.59453739644981,74.02646242312831,86.40489595771112,1.3042102576658665,81.16585434428269,34.85457564089248,75.25772600148869
Dhanbad,2013-04-02,221.4142030231502,389.52299362182447,143.35371973651775,93.00610922746158,4.016378390113801,32.0250906971487,30.09095671605752,98.42759993191105
Dhanbad,2013-04-03,267.51144377327927,47.560791728691335,123.71333475175996,59.94609055869078,9.262133077685972,47.05431127879558,16.61496660537056,61.81510400780265
Pune,2013-04-04,225.0643980888589,226.1797120274321,142.42873620383736,81.25052878165519,7.609592919572899,39.282493310063494,32.107909328667716,95.8073476829591
Aurangabad,2013-04-05,292.26415386243747,151.1347583258085,13.646193328970323,28.735808286451768,9.107909202444421,21.222334864122338,42.650869169502585,59.176804803745554
Chennai,2013-04-06,270.2871877264505,353.8815141774453,144.85033892737079,28.04482544934101,2.615026407915583,63.13737940837583,20.15552438766631,21.28802311679676
Jaipur,2013-04-07,242.6903952040633,97.71393236819918,60.743834955940514,12.356542674150692,4.196132124194498,37.11409444758232,30.447282479956808,83.02733592630403
Agra,2013-04-08,293.73066154372736,100.79149160495076,51.67729937419893,18.360675757232094,4.693618435259308,55.626556297692126,21.484458641263597,26.654157708443115
Kanpur,2013-04-09,253.50343062390985,125.93811892912326,148.0419973210479,63.60393723776103,2.2161414376214417,98.18943340088252,12.885218954767645,91.0614536951572
Bangalore,2013-04-10,150.13895700894045,44.17525448939209,22.082723696419254,88.02229627086675,6.282098963937783,78.75519983623154,33.550767984960785,25.944133529219986
Raipur,2013-04-11,150.28115245231518,209.26029703788694,28.554705175930003,94.3735025497913,8.369822806810227,99.65048551077456,12.420096398208267,22.909084092621683
Chennai,2013-04-12,282.4217526813586,85.62123623225486,17.7895988255602,59.44690544559795,0.342989586321102,41.12044928167755,15.983266947721178,78.99929441954926
Vijayawada,2013-04-13,267.85042131215573,243.94318075710046,131.61099355436824,89.33268785258912,8.827389698960086,98.44913970098513,15.152310680806671,80.6863607596484
Vijayawada,2013-04-14,16.84172406846954,197.67425162303675,83.41888718887672,51.46417506158462,8.782853582763657,93.44157718582449,14.88590703179369,39.42030254047367
Howrah,2013-04-15,235.42840905399225,338.2708072316938,128.97055681368178,62.34614064678466,9.636348460756214,68.23620947412391,36.87376505550536,56.28432699593907
Surat,2013-04-16,114.80914140870378,161.9840950367485,139.6671686425948,87.04385829966812,5.501063562267614,36.63813346256535,36.96262200998325,42.82906782246448
Jaipur,2013-04-17,262.7761136180519,231.0867740510756,41.809231355980046,93.42799149244054,8.902309994085021,97.81945487165966,29.486304487280947,36.888322072603884
Patna,2013-04-18,215.95126603760454,293.4024780639205,73.7003018836757,23.910272201972898,9.388044425416382,61.83719764002218,24.72555122063101,96.72938040737397
Varanasi,2013-04-19,288.0356439205612,89.34892928301598,33.74453410412593,37.38590133871527,6.1902300369671694,79.95316790558581,16.367454515161278,67.02553054391825
Visakhapatnam,2013-04-20,147.9055235610697,117.51750925167148,77.67479255801284,85.70565224937052,7.754413814608177,11.37055102880084,41.03235249515669,74.2661855565232
Kolkata,2013-04-21,51.30200196169098,379.7888940011252,116.21907383605529,60.74923234564443,0.8105921598151035,79.92530127429322,17.93005742149547,75.33875318926346
Madurai,2013-04-22,57.40085224494052,184.83140315434494,89.11638897726328,94.62085981335798,5.656882197843587,58.28577357483534,21.37374952390781,56.702249991777464
Ludhiana,2013-04-23,255.73554834419767,372.7043266663287,130.59151730609625,89.37789237955651,3.8085143870530866,95.190321530468,44.60822925253779,89.28910777381911
Varanasi,2013-04-24,239.25387317582647,318.2701660049326,45.383979806464666,22.18764524768513,3.6546918207553443,75.08908823304272,32.865288627761956,35.57530794509864
Howrah,2013-04-25,157.07032587833953,376.60605873254093,79.41326677685815,60.92839675500154,4.074279083114658,22.059393094582298,36.94333963990847,78.92468192402859
Delhi,2013-04-26,93.8212725999323,233.41431744234006,117.56110805409705,97.17305916876946,6.922894519270095,10.952627338645133,10.89048901573123,83.96172131488636
Raipur,2013-04-27,254.8810861984179,154.4748467458535,132.26868091458297,24.910072665784366,9.343634968528157,91.45639952475892,16.240432221483047,80.25065448086872
LucknowUntitled document,2013-04-28,69.78935639226876,297.49833695090746,144.89351623711968,13.428105930758925,7.9471168880429,88.09040740881326,12.993182983382598,55.62179756742935
Jabalpur,2013-04-29,86.69294652231368,36.16988844866556,62.25284912741772,55.89053599167396,9.58133152132975,53.99727964446262,30.64267919369707,66.9271478683318
Pune,2013-04-30,164.9046952530106,171.28001623710307,127.76312350925299,95.1055773362136,8.688773244590022,48.37443095354037,40.70466954590094,23.946115012974538
Bhopal,2013-05-01,25.528500720275964,398.2955760826244,96.29023131240798,56.104433375980896,7.085762675050964,63.367615785613545,23.904960229325432,62.66780792566918
Solapur,2013-05-02,73.1351511202605,195.78166342759673,122.86603777416342,64.12856084855369,1.3038144242163359,80.18952428168369,32.80044505639374,52.1911593426385
Allahabad,2013-05-03,122.14571789258595,361.33336582786586,37.625519668164145,86.67816662759448,5.440550655043888,35.41147682604564,36.46171533337649,95.05108688729051
Chandigarh,2013-05-04,203.76756706900807,330.1858330320106,80.63829117150729,84.52340999595538,1.727348747532859,33.367130423174544,28.271479105621573,48.28276405815277
Coimbatore,2013-05-05,55.4784869751518,354.86421507042115,95.57729447830646,31.11910188577849,7.825716846770242,34.25861468562967,18.64675973959814,91.86654934921006
Chennai,2013-05-06,144.6878833292209,384.8247326319801,54.89906200762718,24.609234289382893,4.902670647664546,30.31017770276927,35.25079045797701,76.04822430335935
Ranchi,2013-05-07,19.580152977261726,129.79595566652753,50.17816917063648,65.43341379129222,2.9769749340364426,29.319610444895687,22.656762984960448,63.752478813161055
Jabalpur,2013-05-08,185.98035375447486,293.6684369667906,82.49875165311317,28.602627293653974,0.6104520127122532,69.39261214668991,29.86592638617734,80.37485362054962
Varanasi,2013-05-09,72.73000352926329,143.53491361968634,26.880366936563075,50.5597087645989,8.898238027059124,13.467980441350669,38.39006914521469,85.9741206131952
Hyderabad,2013-05-10,182.30814954082254,253.97905005266213,149.53941510212394,44.87346972369976,1.0648877386710667,54.017134559491595,28.30066514601642,97.73031845580832
Guwahati,2013-05-11,130.73282249020417,95.1199939671355,120.27610646180852,99.4484993311094,8.40995528069848,10.955408501429044,16.06949922020268,58.527008987582505
Dhanbad,2013-05-12,32.48255811657365,62.85782756668516,27.111497181178763,85.33177221734962,2.8909474689205883,59.21580782504777,16.277316516583948,41.64964494009622
Surat,2013-05-13,23.363512393345317,344.75407831168195,24.440618484505897,33.390937254659406,1.740290027441902,47.384319023072806,19.275085266490628,75.8865054126223
Bhopal,2013-05-14,152.5821335101826,96.32381329524915,71.49067502277326,32.68924830820909,0.8452414663360498,23.97728995307599,39.49329111057206,80.41188344719497
Jodhpur,2013-05-15,129.8174185911026,372.82802002795034,130.7865332391496,65.86953579753971,0.2777970357447212,28.317357840242032,10.292839299104227,20.491124288522215
Srinagar,2013-05-16,13.47753305529946,137.1363334629675,117.56562376754681,66.83435190175429,3.060537772217387,85.34767127730974,38.03786533658052,82.83477489281407
LucknowUntitled document,2013-05-17,73.89291479761907,122.9582636722286,41.69654866536836,87.87465093502021,5.6991583518023905,12.949165965625937,29.295226087932996,25.14155483843109
Srinagar,2013-05-18,71.16635446489968,86.79168136175181,101.4997757765746,96.17089443986171,9.581752567835915,29.583409162759388,21.41658730603465,34.79845787980352
Nashik,2013-05-19,249.0869062700509,45.63562047917152,132.65541836077887,43.40181538873278,0.7639942088565613,18.467109587902755,29.837557275206873,24.37658474149579
Jaipur,2013-05-20,150.85091235318393,70.77311192775403,62.38465901949901,73.39397219187224,4.17653482922715,99.6521895742843,26.113798887541186,97.21598940796244
Coimbatore,2013-05-21,204.08841618572245,139.18046071319282,101.00406080387508,34.39178425549206,3.153437961281308,43.6482468865962,41.807278913186146,59.14931068165465
Mumbai,2013-05-22,193.103122367925,340.0526294728268,121.4009052028032,82.93473122257089,0.6714672705755295,65.24236893861183,25.24124931594846,55.19466636644684
Guwahati,2013-05-23,53.05195721268422,105.41741019185984,74.76542041405254,6.979466986091412,4.7292364434532494,94.8701798743228,15.543478800630403,36.38096266336244
Jabalpur,2013-05-24,189.6965944342609,49.94350719541837,121.0222951304347,87.68342090820003,7.0284623077039905,80.42460706712342,44.69921074008164,73.32759045496942
Solapur,2013-05-25,285.0378981460156,124.54337380129213,60.91791429358981,65.72944192285729,9.202426516234128,83.69566156689886,43.799080260373934,27.75410720463568
Vadodara,2013-05-26,97.55912640459258,154.9510910868902,134.28761991148122,66.31749413839793,8.375921468839127,33.49177013729076,32.723145432809666,81.22495393934098
Chandigarh,2013-05-27,110.93373992546913,132.2006858809483,125.67998977362998,75.07543000378605,0.48606418357184533,11.038486334924437,33.090831364226446,98.77428025609083
LucknowUntitled document,2013-05-28,17.602663736853877,394.40066515286543,148.13893066158113,84.52981614573419,9.800466956697644,30.973520279104438,35.59994540973032,73.52928011296628
Patna,2013-05-29,249.81104241981595,184.30766151770317,27.390381777218035,18.540360439082935,3.7994326318045193,72.67646453253843,16.826788993814514,45.00127385482187
Bhopal,2013-05-30,125.39909358724118,347.5947949270539,15.172564090683426,61.61327033212548,3.3105917950848394,23.639775724835,32.43658830170854,30.313914866067798
Jabalpur,2013-05-31,252.64064718639173,275.8528623886143,13.544022360162005,15.464216281007198,4.602262657957736,79.53313700417895,38.66489338016851,37.5869326168721
Mumbai,2013-06-01,79.184307029681,58.16895502634655,126.03560256438378,93.62777897027787,8.309878867713516,32.11891154755051,26.42409196405228,75.51188931622272
Nagpur,2013-06-02,17.677130579827917,74.92651185427933,128.465005062187,24.51071032296189,9.934608937293572,48.64305570453142,41.80032122211024,79.27495492983562
Delhi,2013-06-03,254.6504402110895,155.4862233523503,77.70179243383181,22.850784837347,9.441281665163197,12.721800923582087,31.548244520618105,28.394149919191747
Chandigarh,2013-06-04,111.99263578848219,44.12343871612104,131.06990592529576,50.44445316208126,9.730474811978318,51.76516171643048,19.478045570589266,40.2477812062135
Jaipur,2013-06-05,274.3857434780677,107.1860577952889,34.84314038259037,10.608305015476306,9.980339667824483,38.10538164235514,32.77082004204503,53.28945524899447
Varanasi,2013-06-06,193.85034946781536,314.9913754510559,61.869128790490144,95.01032744324014,0.8164382492948902,23.77055972708926,33.3889292792567,95.67402529950597
LucknowUntitled document,2013-06-07,250.29579438257102,177.98471363615172,123.23644662480476,65.4560150991984,4.955657741122958,26.236020589202653,27.462201871027247,76.38585719798144
Jabalpur,2013-06-08,276.27784383390195,267.3858554967343,129.1555687663398,71.71064970655489,2.6889824683358996,23.06527768528035,32.572860275286516,34.75303045229558
Vadodara,2013-06-09,142.8634767543391,268.6168062297665,146.58048987119983,61.47428366492205,0.3940230999373574,21.022493842078077,35.47477040797183,52.66932336516197
Chandigarh,2013-06-10,216.69503697634707,99.89016763371941,127.04577828288652,79.38707496039555,8.435286466646609,85.26850210436233,12.116120157658095,28.98293080615715
Hyderabad,2013-06-11,141.44054932178713,230.4285061854196,133.23358311654667,45.688234202464116,1.161933094891293,97.2029782657933,41.573113519146546,26.265362196066402
Varanasi,2013-06-12,11.875761719589523,87.85168457398012,92.69444494332892,29.924809933703706,8.689735058239291,47.15019134308026,29.155174113590533,45.06112943388662
LucknowUntitled document,2013-06-13,183.78686409260982,294.5562635575167,25.280356106287066,36.84008779332744,9.921211119769014,56.638684627643975,41.52670326246731,95.19888491402811
Allahabad,2013-06-14,13.909952518309318,74.5163716486923,54.211167480878316,5.34479991406062,3.932087304053221,37.02923554586894,10.625789130998557,48.35199588348825
Solapur,2013-06-15,289.75170502541465,357.28690966401876,29.980833358077913,71.15220440359725,2.6511687115347202,68.02248451021956,24.477073423372396,89.15249693732683
Kota,2013-06-16,199.19183812957465,132.71653115588617,129.86111876293455,16.42715027378526,2.570411419604643,29.148383165531065,19.50509202353273,50.59191854727753
Amritsar,2013-06-17,36.918367541390616,156.91911858372848,146.4717263017481,44.17666551842204,2.873070019507352,70.26913528667339,28.996369529504587,26.086182716824
Madurai,2013-06-18,165.18237977663674,137.45452255934947,110.4569537858576,89.2584708581272,1.953773518616896,40.8478712285192,22.089000051955207,64.38665514767243
Ahmedabad,2013-06-19,192.3872917072362,395.70626136302286,85.679297520416,15.37359930455952,3.394637345152666,11.830734373252367,36.79921685994027,31.255771915931795
Agra,2013-06-20,46.927468259872676,162.71775108985804,130.6356004486492,36.58980606523813,1.840264417264815,98.00346425208474,22.946085084821142,44.48002896158457
Kanpur,2013-06-21,52.16611973600332,298.44413419777146,149.21807682170873,73.99628955670187,2.291797326146536,89.59987824922747,41.03072493170056,65.28898150876255
Jabalpur,2013-06-22,87.37795086756758,144.18915094481622,142.58430856683097,97.02258428252614,8.450070662187333,11.599150469157708,41.84420980377743,50.45186457916288
Jaipur,2013-06-23,243.1940814468336,334.93926854407897,14.82418124635007,39.89683439844814,5.204714052158065,65.81773812469245,18.78081376971126,41.46008635535358
Vadodara,2013-06-24,172.06938915844344,321.58843661064003,94.59044523424151,69.40313242247527,6.788594466972224,46.27017288070772,42.04415003608758,23.480074066474764
LucknowUntitled document,2013-06-25,24.91307964576864,265.81999528647657,57.29098509819028,13.504484759794423,1.452196248363088,55.085609738225806,37.517666506523376,57.872431176265415
Surat,2013-06-26,43.994467972070474,163.2655101148831,104.35201661245567,27.421195552359745,6.1925909322152,91.24617035906994,21.134847369853237,60.506438327835745
Chennai,2013-06-27,107.45432619215173,343.2584104354986,141.21516098817924,93.13567859319033,2.432692092442454,92.22811718118994,42.4001952745973,35.422599299952786
Kolkata,2013-06-28,285.982502736002,383.6630156593524,135.75802151329555,73.65816002158023,0.8197491044836885,43.143449766575266,12.178544829059685,23.496915145469146
